vote,tw_time,twitter_user_id,twitter_user_name,twitter_user_screen_name,twitter_user_followers_count,vote_url,is_quote,twitter_user_prof,main,delta_hours
A,2021-12-29 18:54:49+09:00,1231153808887037952,とん☀️ ◢͟￨⁴⁶,Ohisama_N,422,twitter.com/Ohisama_N/status/1476129570781024257,False,ぐちゅぐちゅペ〜,other,0
A,2021-12-29 18:54:50+09:00,829225299028086784,ぐみ,gumi53100,473,twitter.com/gumi53100/status/1476129576720158724,False,@team_prskQAP 千夜・円香・千早・桃子P。音ゲーの話もします,other,0
B,2021-12-29 18:54:55+09:00,1228275270118825985,ハパナ,oguri_hapana,409,twitter.com/oguri_hapana/status/1476129596005584901,False,下ネタ苦手です きしめん！ プロデューサーさんやってる旅人です 面白い！@_haru1129_ ❤️@kanokky_mannaka 205個ダジャレ言います 神里家に婿入りしました #Eula #Yanfei #Noelle 夏葉P,other,0
B,2021-12-29 18:55:10+09:00,1028678404982243329,デミヤ,demiya_ssbu,237,twitter.com/demiya_ssbu/status/1476129660606226432,False,SSBU| Bowser Jr. | Sephiroth | sp第三期からスマメイトデビューしました！,other,0
B,2021-12-29 18:55:16+09:00,1021973903302905856,3タテ防止委員会副委員長|ZARIQ,ZARIQsumabro,713,twitter.com/ZARIQsumabro/status/1476129685126119425,False,東北からの刺客。好きなことは飯テロです！YouTubeチャンネルhttps://t.co/8rV1j4Bgb7,other,0
A,2021-12-29 18:55:20+09:00,1079724770101346304,たてつ,tattsan_1788,210,twitter.com/tattsan_1788/status/1476129699567140865,False,永遠の8歳でありたい スマブラやってる雑食ゲーマー,other,0
A,2021-12-29 18:55:21+09:00,1404401910,ノダワラ,kazuyoshi_0721,153,twitter.com/kazuyoshi_0721/status/1476129705481105415,False,20歳～30歳代男性。やせ型。黒色短髪。身長170～180センチメートルくらい。自称会社員。,other,0
A,2021-12-29 18:55:31+09:00,1095979036356927495,Jt,Jt_Damus,1503,twitter.com/Jt_Damus/status/1476129746635616257,False,Main:Dark Samus/R.2000↑/タミアマ優勝🏆/タミスマ3on3優勝🏆/固定相方→@iba_zss/,other,0
A,2021-12-29 18:55:33+09:00,1126093486254579713,SPG | ヤウラ/Yaura,ssbu_yauraYT,3917,twitter.com/ssbu_yauraYT/status/1476129753463930880,False,スマブラSPプレイヤーSea Please Gaming所属(@plz_gaming)Main:DarkSamus Cloud Sephiroth maxR2221 / アイコン→@cutnegi1 / #ヤウラアート,other,0
B,2021-12-29 18:55:39+09:00,1249591580211556352,朝倉光一,1155_sa,62,twitter.com/1155_sa/status/1476129780513017860,False,たま様　1000円,other,0
B,2021-12-29 18:55:40+09:00,830025617575858176,まっきー,macky_ssbu,112,twitter.com/macky_ssbu/status/1476129785609068544,False,オタクではない。,other,0
B,2021-12-29 18:55:45+09:00,805106457087590400,あめざと,ame_zato,466,twitter.com/ame_zato/status/1476129804324061186,False,脳死いいねサブカルクソオタク🎠 たまに絵を描くよ,other,0
B,2021-12-29 18:55:55+09:00,1227502251658203136,エムジェイ,MJ_SSBU,180,twitter.com/MJ_SSBU/status/1476129847210840069,False,広島でスマブラとAPEXやってます ホムヒカ きしめん サブ垢→@MJ_SSBU_sub アイコンは使用許可を出してられる絵師さんからお借りしてます→@makimasansuki,other,0
A,2021-12-29 18:56:00+09:00,510240929,hikari⛵️🐻💿🎋,hikariPickaroon,1132,twitter.com/hikariPickaroon/status/1476129870346604545,False,はなうた推し/最推し@tatatata_naka/推しV楪帆波@Yuzuriha_honami/ときのそら@tokino_sora/笹木 咲@saku_sasaki/きしめん ホムラ/ヒカリ窓主です。パルテナ窓 ガオガエン窓 ルフレ窓 勇者窓所属 ホムラ/ヒカリ窓参加希望者は→（@homuhika02）まで,other,0
A,2021-12-29 18:56:11+09:00,1241167710731374592,いかたま,ssbu_ikatama,396,twitter.com/ssbu_ikatama/status/1476129916140003330,False,ssbu トゥーンリンク ロゼッタ きしめん/Gaiaメン/シグマメンバー 素敵なアイコンは(@aussiebeef_j)様から,other,0
A,2021-12-29 18:56:26+09:00,1255647428708990981,ぐれん,giga_drillbreak,68,twitter.com/giga_drillbreak/status/1476129977196498952,False,ssbu/roy olimarオフ沼の底に住む男 思ってること全部呟きがち、うるさいのでミュート推奨,pikmin,0
A,2021-12-29 18:56:30+09:00,1111796667768934400,Amon,Amon_1023,192,twitter.com/Amon_1023/status/1476129993478782980,False,ゲッチとセフィロス ヘッダーとアイコンはポムポム作(@POMUPOMU_KUSAFU),other,0
B,2021-12-29 18:56:55+09:00,3703209152,たこちょこ,Tako09choco12,253,twitter.com/Tako09choco12/status/1476130098588024836,False,多分NBG 、サディスマ リア垢とゲーム垢併用 ボドゲとより研 メインってなんだっけ,other,0
A,2021-12-29 18:56:58+09:00,1300833318338850817,iai,DiNoAohoPIxJHII,11,twitter.com/DiNoAohoPIxJHII/status/1476130113473642501,False,スマブラSPやってます。リンク、ピット使います。,other,0
B,2021-12-29 18:57:01+09:00,1259364079753285633,かんみ,Kanmisamurai,42,twitter.com/Kanmisamurai/status/1476130124735348743,False,SSBU ソニック 名前がさむらいの人 最高1597,sonic,0
A,2021-12-29 18:57:09+09:00,1070658763730735104,ぷに@スマブラsp,puni_suma,17,twitter.com/puni_suma/status/1476130156767252484,False,スマブラ垢/ ピットなど,other,0
B,2021-12-29 18:57:12+09:00,1286968114622509062,こたろう,yyfgNX9PlLhzc7O,5,twitter.com/yyfgNX9PlLhzc7O/status/1476130171275325440,False,,other,0
A,2021-12-29 18:57:12+09:00,1335850119866925057,zinzen💎しるべの腰掛け,zinzen_omatsuyo,1045,twitter.com/zinzen_omatsuyo/status/1476130168511299584,False,可愛い女の子をいいねしてます,other,0
A,2021-12-29 18:57:23+09:00,1269210673382187008,ベアッけい,beakei_brp,34,twitter.com/beakei_brp/status/1476130214979997699,False,"ブラピ窓民
スマメイト1300台の雑魚ですが
よろしくです！",other,0
B,2021-12-29 18:57:25+09:00,1225813386983694336,よしざい,yoshizai1112,71,twitter.com/yoshizai1112/status/1476130227139280897,False,趣味アカ スマブラ ロボメイン  気軽にフォローお願いします  青森🍎🍏 こんがメン J！メン,other,0
A,2021-12-29 18:57:25+09:00,1246627803589513217,じどうかいさつ🥊,jidokaisatsu1,136,twitter.com/jidokaisatsu1/status/1476130223351824385,False,メインリトルマック/サブマルス/ヘッダー作ってくれた方→ムロカンさん (@Murokannnnnnnnn)/フォロバ100じゃない,other,0
B,2021-12-29 18:57:30+09:00,1111352113194364928,ななし/せるし,nns_283,163,twitter.com/nns_283/status/1476130244730175488,False,お空のあかうんと Rank200↑ 10天4解放2賢者 田中摩美々さんと菅沼千紗さんを応援しております,other,0
A,2021-12-29 18:57:43+09:00,1385645047928942603,ばくと/Bakuto,bakuto_ssbu,32,twitter.com/bakuto_ssbu/status/1476130301906927617,True,SSBU/Main:Little Mac/Sub:King Dedede/マック単 R1619,other,0
B,2021-12-29 18:57:48+09:00,1069588715213750272,でぃー,syoshinsya05,89,twitter.com/syoshinsya05/status/1476130320252833793,False,Twitter初心者なんで変なことしてたらごめん ゲーム関連呟きます 多分うるさい,other,0
A,2021-12-29 18:57:48+09:00,2464675195,がっしーはんたー,gasshyhunter,1206,twitter.com/gasshyhunter/status/1476130321095872512,False,"暇bot。うごにいた人。歌ってみたと実況をやってる。カラオケと海釣りのことを呟く垢はこちら【@Gasshy_100】
ヘッダー→ななすけ アイコン→ゆうひ
🐹👑🎨🔔🎠 原神 スマブラ",other,0
B,2021-12-29 18:57:49+09:00,946689612725944321,れじすた,Q3doLia0,760,twitter.com/Q3doLia0/status/1476130326212915200,False,歴戦のクソビビり,other,0
B,2021-12-29 18:57:54+09:00,1228728342091894785,ame,amr_ssbu,35,twitter.com/amr_ssbu/status/1476130346127302656,False,,other,0
A,2021-12-29 18:57:58+09:00,1373186370710040579,イグアス,Iguassu0,165,twitter.com/Iguassu0/status/1476130364070690818,False,スマ勢,other,0
B,2021-12-29 18:58:00+09:00,3108425779,ツナ(とうな),ramo_tsuna,274,twitter.com/ramo_tsuna/status/1476130372480286720,False,Splatoon2/SSBU/APEX/#ramotunafat/icon:@mashi_tasp,other,0
A,2021-12-29 18:58:09+09:00,3348341892,メアリー🪐,Mea2y,1892,twitter.com/Mea2y/status/1476130407997665280,False,"SSBU Player (Palutena,MinMin) 関東のオフにいます たてすま元代表 @suma_brothers 篝火予選突破する @Met_Komori ❤️",other,0
A,2021-12-29 18:58:12+09:00,780201391,黒き森のはるるん,kuromoriharurun,450,twitter.com/kuromoriharurun/status/1476130422333784067,False,デンリュウとゲッコウガとジラーチが好き,other,0
A,2021-12-29 18:58:20+09:00,1112259730792050690,キグルミ,kigurumizoku,173,twitter.com/kigurumizoku/status/1476130454936113162,False,SSBU Lucario Minmin / レート1600いけた！！！ / 名前変えました /有線 /ルカリオを使って麺麺に使われてます,other,0
B,2021-12-29 18:58:27+09:00,1249289271199981568,ヤドカリ,Y4D0K4R1,99,twitter.com/Y4D0K4R1/status/1476130486041059334,False,,other,0
B,2021-12-29 18:58:33+09:00,3120206234,ノア/たかみね,t_noa168,303,twitter.com/t_noa168/status/1476130508610621443,False,"SSB4:パルテナ、ゼルダ/SSBU:ホムラ&ヒカリ/ワンパンマンAHNK:戦慄のタツマキ、地獄のフブキ
スマブラはチーム好きで関西のオフにいたり。デレステとかプリコネとか原神。どっかでプログラマやってます。知ってる人は100フォロバ",other,0
A,2021-12-29 18:58:36+09:00,1202531354711228416,じゅたろ,Wood_in_forest,130,twitter.com/Wood_in_forest/status/1476130522456018946,False,"ポケモンのことを話すアカウント
UECポケモンだいすきクラブ元渉外
ポケモンクイズをたしなんでいたりします
@jyonetsuattack に普段はいます",other,0
A,2021-12-29 18:58:45+09:00,1172809711692873729,せが,sega09097,48,twitter.com/sega09097/status/1476130560846491649,False,ゲッコウガ／漫画が好き 無言フォローすみません,other,0
A,2021-12-29 18:59:19+09:00,415190622,ごまもち,gomagoma0223,2077,twitter.com/gomagoma0223/status/1476130701473124352,False,RadictioN Gaming所属  (@RadictionG)スマブラSP　札幌→東京  (@gomamochi0223)←メモ垢,other,0
A,2021-12-29 18:59:31+09:00,1128954177575563264,りゅーおー/Ryuoh🐒,Ryu_SSBU_,4619,twitter.com/Ryu_SSBU_/status/1476130751704104964,False,SSBU/ディディー使いです ヘッダー @pknanami11,other,0
B,2021-12-29 18:59:33+09:00,1242052204476825600,RE.キの,Kinotoad1yo2,90,twitter.com/Kinotoad1yo2/status/1476130761753640964,False,"得意苦手が激しいくて
スピリットコンプ勢とかいう人。
　
感謝　https://t.co/LhhHxYyAqj
　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　ちなみにREはただの装飾",other,0
A,2021-12-29 18:59:36+09:00,1177475186758545409,まっちゃ,matchahide,408,twitter.com/matchahide/status/1476130776312074240,False,スイッチのフレコ5137-4025-1822 スマブラ ポケモン 風化雪月、APEX、ユナイトやってます。,other,0
B,2021-12-29 18:59:42+09:00,1470153110874390528,リゾット,rizotto_5260ika,36,twitter.com/rizotto_5260ika/status/1476130801838608385,False,ゲームと動物が好きです 特に好きなゲームはスマブラとスプラとゼルダとピクミン モンスト にゃんこ 無言フォロー失礼します(フォロバはしなくて大丈夫です、フォロバはなるべくします) あまり呟きません,pikmin,0
A,2021-12-29 18:59:45+09:00,919668149108203520,みつじ,mitsujitaishi,465,twitter.com/mitsujitaishi/status/1476130812978692101,False,"本郷でサービスをつくっています。 サウナとアイドル楽曲とスマブラが好きです。たまにアイドルの物販やチェキ撮影のお手伝いもしています。
メイン勇者。
輪島→京大経済→ビービット→スタートアップ@本郷",other,0
B,2021-12-29 18:59:48+09:00,730692547354320896,くらりす💊,romaisin_s,159,twitter.com/romaisin_s/status/1476130823422504961,False,しょうもないツイートしかしないです。無言フォロー失礼します #パズドラ/#スマブラ/#ポケモン/#モンハン 趣味が合う方と仲良くなりたいです（╹◡╹） フォロバ99,other,0
B,2021-12-29 19:00:13+09:00,1400484178710335490,100えん,100yen_ssbu,106,twitter.com/100yen_ssbu/status/1476130927852257281,True,ロイメイン,other,1
A,2021-12-29 19:00:19+09:00,1354396893330071557,ヒトモシクック,hitomosi_yoshi,485,twitter.com/hitomosi_yoshi/status/1476130953949233158,False,"低浮上
サブ垢@hitomosi_pink",other,1
A,2021-12-29 19:00:31+09:00,4831947159,ねつか,htmgssb,848,twitter.com/htmgssb/status/1476131006969425922,False,スマブラ(ロボット、ジョーカー？、ホムヒカ？) ユナイト 顔→@EKIDEN3908,other,1
A,2021-12-29 19:00:37+09:00,1082518164863311872,ほのぼの,honobononinja,1581,twitter.com/honobononinja/status/1476131032210735106,True,#原神/幕末志士/スマブラ(シーク)(ゼニガメ)/ポケモン/あつ森/SW-1893-8854-8973/Discord ほのぼの忍者#2170,other,1
A,2021-12-29 19:00:39+09:00,1088333353818812416,ふぶき,Slipslide_Ride,201,twitter.com/Slipslide_Ride/status/1476131038984568832,False,ライメン/きしめん キングクルール/剣術Mii,other,1
A,2021-12-29 19:00:43+09:00,1238488774734049280,ドウクス,Doux25145092,418,twitter.com/Doux25145092/status/1476131056189583360,False,"スマブラたまに歌い手にわかファン/きしめん
アイコン→https://t.co/G0l4xMgADN",other,1
A,2021-12-29 19:00:49+09:00,1160489646159122432,ぼにーぱ,bonchepe,88,twitter.com/bonchepe/status/1476131082357841921,False,アイコン(@furukushi871),other,1
A,2021-12-29 19:00:55+09:00,2874981956,ひぐさき💪🐺💪,higusaki7702,11148,twitter.com/higusaki7702/status/1476131105376190468,False,SSBU JapanPowerRanking 97th Wolf Player スマメイトレート最高2093 サブ垢(@higusub) tiktok➡https://t.co/SBUDHa6Tus 欲しい物リスト➡https://t.co/RFjmD43RJq #ひぐさきアート,other,1
A,2021-12-29 19:00:58+09:00,1243895657380765698,たい やき,dogtsuyotsuyo,26,twitter.com/dogtsuyotsuyo/status/1476131118474985472,False,すまぶら / Fight crab lobster revolver,other,1
B,2021-12-29 19:01:14+09:00,1084835847663276032,たつりんご(ノ･ω･)ノ🍎,waddlapple,140,twitter.com/waddlapple/status/1476131186414358529,False,カービィが好物です/スマブラ(リドリー、ホムヒカ )/APEX(ヴァルキリー) (アイコン▷@Rinka_GameYと🧂🐴)スマ勢だ。誰が何と言おうと俺はスマ勢なんだ！,other,1
B,2021-12-29 19:01:27+09:00,2656567351,おにぎりZZ,onigiri_ebc_ZZ,584,twitter.com/onigiri_ebc_ZZ/status/1476131238541144068,False,スマブラ #葉月結菜,other,1
A,2021-12-29 19:01:33+09:00,780010763263942657,ほしまつり,matsurinD,154,twitter.com/matsurinD/status/1476131266689142785,True,🌟❄️️🏮,other,1
B,2021-12-29 19:01:34+09:00,1013687253833379840,とこてん,TV1yauhsFH92HCe,85,twitter.com/TV1yauhsFH92HCe/status/1476131267863531523,False,"がくさばにいる人
裏アカ↓
https://t.co/fRT0m1HD2a",other,1
A,2021-12-29 19:01:58+09:00,1181053760719638529,現役女子高生ゆきみ(16)の日常垢⭐︎(CV:社会人・30歳男性),nekura_inchara,252,twitter.com/nekura_inchara/status/1476131371571871747,True,いっけな〜い！遅刻遅刻〜！って、やば！学校イチの不良イケメンとゴッツンコ⭐︎それ以来、地味な学生ライフを送ってたあたしの周りには、気付けばひと癖もふた癖もあるイケメンだらけに⭐︎＼wow／ 爽やか幼馴染み・部活のエース・クールな生徒会長etc.ひょんなことから毎日全員からアプローチ⭐︎これからどうなっちゃうの〜〜〜！？,other,1
B,2021-12-29 19:02:00+09:00,1192101713500463105,ありきたり,ark_terry,199,twitter.com/ark_terry/status/1476131378341494787,False,剣術miiは弱い剣術miiは弱いtwitchはわんわん王、Switchの名前は適当、それ以外は大体この名前剣術miiは弱い格闘miiは強い剣術miiは弱い剣術miiは弱い,other,1
A,2021-12-29 19:02:02+09:00,1304467609472045056,yossy,yossy_hyu_,45,twitter.com/yossy_hyu_/status/1476131388160372743,False,スマブラやってます。 きしめん。　Bowser,other,1
B,2021-12-29 19:02:16+09:00,722028857868464128,やすせ,ta1_wakame,51,twitter.com/ta1_wakame/status/1476131447690121222,True,スプラ1:シャプマS+99 スプラ2:XP2563 野良2ノーミストキ船ポラダム スマブラSP ヘッダー@N_wenu,other,1
B,2021-12-29 19:02:17+09:00,3095569832,あかみ,frknyade,147,twitter.com/frknyade/status/1476131448218595341,False,ポケモン/スマブラ あかみがめ,other,1
A,2021-12-29 19:02:30+09:00,1018317588252643328,水中の物体B@SSBUsp.GalⅠeria,B82343073,218,twitter.com/B82343073/status/1476131503969292291,False,遊戯王とスマブラをする垢です、一応ダックハント窓所属、お気に入り→バージェストマ/DD/BF/ドラゴンメイド/キスキルリィラ/サブテラー/シャドール/ヴァレット/  バージェストマが好きです、、無言フォロー失礼します、スチームよ永遠に…,other,1
A,2021-12-29 19:02:30+09:00,1280636664,zucker,three7zucker,25,twitter.com/three7zucker/status/1476131506255175686,False,オンラインゲームやってる時に呟きます。,other,1
A,2021-12-29 19:02:31+09:00,711189804583522304,がく,SG_gackt,127,twitter.com/SG_gackt/status/1476131510378184705,False,SSBU Roy(Ondoka instinct),other,1
A,2021-12-29 19:02:32+09:00,780676358930206721,カズ,Kazu_SSB_Xeno,886,twitter.com/Kazu_SSB_Xeno/status/1476131510755688448,False,スマブラ(for.SP)とゼノブレ(1.X.2.イーラ.DE.つなみら)とプリコネRと太鼓の達人が大好きな変温動物です。(ゼノブレはネタバレツイート注意！#カズのゼノ日記)スマ勢、ぜノ勢、プリコネ勢、太鼓勢はフォロバします！ヘッダーはれもさんから頂きました！ありがとうございます！,other,1
B,2021-12-29 19:02:38+09:00,891975824605298689,スズミン,suzumin_gct,76,twitter.com/suzumin_gct/status/1476131538492588033,False,"目標は魔境安定。
気分とか色んな要因でメインとっかえひっかえしてたけど、これからはとりあえず何か使う時にまずはファルコ、を出せるようなプレイヤーになっていきます！


SSBU/MAIN:ファルコ
SUB:勇者(Ⅷ)",other,1
B,2021-12-29 19:02:44+09:00,849214062479130624,ARAI,ARAIANCE,1683,twitter.com/ARAIANCE/status/1476131564165951489,False,いろんなゲーム触って味のするところだけ啜る男,other,1
A,2021-12-29 19:02:52+09:00,1062293902734966787,きょうちゃんです。,Kchan1230,54,twitter.com/Kchan1230/status/1476131598475345923,False,,other,1
B,2021-12-29 19:03:01+09:00,1401982296,てろん,teron_,201,twitter.com/teron_/status/1476131634810585094,False,ゲームとかサッカーとか音楽とか色々 / たまにミックスとかしてる 👉ご依頼はDMもしくは teronthemix@gmail.com へお願いします。現在ご依頼募集中。mixしたものモーメント→https://t.co/bTXNzjDyq9,other,1
A,2021-12-29 19:03:19+09:00,1278743955492843520,tixelflow(ﾃｨｸｾﾙﾌﾛｳ),tixelflow,193,twitter.com/tixelflow/status/1476131708248686594,False,立ち上がれよ main:Darkpit,other,1
A,2021-12-29 19:03:21+09:00,2699732568,玄...,sumasyga08,539,twitter.com/sumasyga08/status/1476131719661387777,False,思った事呟く league of legends お絵描きスマブラマン,other,1
B,2021-12-29 19:03:34+09:00,1471460354752663553,ききょう,RsY_SSBU,9,twitter.com/RsY_SSBU/status/1476131773113573382,False,"本→@Rskikyo2713 スマブラSP(パルテナ,ウルフ)",other,1
B,2021-12-29 19:03:45+09:00,1256599570147971072,こん,pokemon_udonko,13,twitter.com/pokemon_udonko/status/1476131820572123140,False,ポケモンとかスマブラとかポケカとか,other,1
B,2021-12-29 19:03:56+09:00,864801899924529152,まぺ,Mazai_Pepper,686,twitter.com/Mazai_Pepper/status/1476131865702834177,False,スマブラSP：リヒター / その他ゲーム、アニメ,other,1
A,2021-12-29 19:04:07+09:00,1376441564151439360,KAWAUSO,KAWAUSO_ssbu,14,twitter.com/KAWAUSO_ssbu/status/1476131913287241730,False,スマブラSP マルス＆プリン 全キャラVIP達成,other,1
B,2021-12-29 19:04:22+09:00,997136318382592003,がぶs,gab5dash,238,twitter.com/gab5dash/status/1476131974574383104,False,スマブラとか,other,1
A,2021-12-29 19:04:28+09:00,1162912918528122880,ハマナス,hama_nasu410,145,twitter.com/hama_nasu410/status/1476131998859407361,False,スマブラとスプラが好きなぱせメン 尊敬している人→@Paseriman98 好きな配信者→ぱせりまん らっだぁ,other,1
B,2021-12-29 19:04:39+09:00,785442235567316992,コックさん,kokkusann3,81,twitter.com/kokkusann3/status/1476132044799606788,False,色んなのしてます。,other,1
A,2021-12-29 19:05:06+09:00,843809169085943809,岩藻使🦅,IWAMO_rainkyo,1108,twitter.com/IWAMO_rainkyo/status/1476132157039194112,False,EI/スマブラ/アイマス/レインちゃん(SAO)/FGO(沖田さん、山の翁、オルトリンデ、柳生但馬守宗矩)Summer Pockets買え,other,1
B,2021-12-29 19:05:12+09:00,2562939222,ホルン,PekoRog,442,twitter.com/PekoRog/status/1476132184063119365,False,マルス テイク アウト できま す！！ @playapex,other,1
B,2021-12-29 19:05:13+09:00,983665896693510145,三流節穴優先ルール無しVIP懲役一生男,TASK_SSBU,434,twitter.com/TASK_SSBU/status/1476132186789380097,False,"窓の参加申請受付はDMで行います
アイク窓の副窓主やってます
スマブラ大好き人間 
達成実績
・スマメイトレート2000到達
・タミスマベスト16
質問箱→https://t.co/mdEdPrAekR…",other,1
B,2021-12-29 19:05:15+09:00,800967433162870784,とっとこ@とっとこ家父,tottokopokemon,299,twitter.com/tottokopokemon/status/1476132197581336577,False,主にスマブラとポケモンカードのことを呟きます。よろしくお願いします😃 その他興味あるもの→お酒、邦楽ロック、漫画、スプラトゥーン2、陸上競技、麻雀。,other,1
A,2021-12-29 19:05:18+09:00,1262875254948392964,かづらは,YORI_kazuraha,4,twitter.com/YORI_kazuraha/status/1476132208318750720,False,"RPGや対戦ゲーム(格ゲー スマブラ)が好きな人
ゼノブレ好き",other,1
A,2021-12-29 19:06:05+09:00,1287318433286127616,かげろー,FkIYTmtd85tBynT,4,twitter.com/FkIYTmtd85tBynT/status/1476132405975330822,False,"FGOとかアークナイツとかやってる心臓です。あまり喋んない。
スマブラ見てるのが好き。

プロセカ始めました。
20歳だけどお酒は飲まない",other,1
A,2021-12-29 19:06:11+09:00,1449361435667021824,リム,rimu_minmin,111,twitter.com/rimu_minmin/status/1476132429245325316,False,麺使われ/15期からメイトスタートで最高レート2022/オムアツさんメンバー/オム信&よっ信,other,1
A,2021-12-29 19:06:21+09:00,1629254906,ゆきやメン,yuki7_2,480,twitter.com/yuki7_2/status/1476132472245354497,False,オタク,other,1
A,2021-12-29 19:06:25+09:00,1283795330413154304,Az/あず,Az0505_ssbu,78,twitter.com/Az0505_ssbu/status/1476132490771570690,False,スマブラ初心者 キャラにキャリーされし男 近大スマブラ会の民 最高1880  たまに関西のオフに出没 オフでもオンでも関わりがあればフォロバします,other,1
B,2021-12-29 19:06:40+09:00,1019878681349459968,アオネコ,bluecat__21,65,twitter.com/bluecat__21/status/1476132554093002752,False,寒い,other,1
B,2021-12-29 19:06:43+09:00,1291393252902359041,とこ,Toko_akcha,148,twitter.com/Toko_akcha/status/1476132563999936516,False,R.O.B. is too strong,other,1
A,2021-12-29 19:06:48+09:00,1373251513825386500,せっつー,setket_420,45,twitter.com/setket_420/status/1476132588595314694,False,よく専用部屋でホムヒカ使ってる人だけど本当はソニックメイン。よく対戦募集ツイートしてます。対戦した方のフォロー・DM大歓迎です。 ソニックのことならわかる範囲でなんでも答えます。,sonic,1
A,2021-12-29 19:06:54+09:00,1264703667279552513,せぞ ん,saisonssb,188,twitter.com/saisonssb/status/1476132611131322368,False,趣味垢/あつ森/ssbu pt 犬 カムイ オリマー/あもあす/東京喰種/NieR Automata,pikmin,1
B,2021-12-29 19:06:59+09:00,1269088611745423366,唯,yuicalm_ssbu,123,twitter.com/yuicalm_ssbu/status/1476132632996229123,False,一般オタクウルフ使い　スマブラ垢はフォロバします　有線,other,1
A,2021-12-29 19:07:05+09:00,792769816293617664,hatch,hatchsp1020,114,twitter.com/hatchsp1020/status/1476132656718958594,False,スマブラが好きです。 / 光有線になりました。/ あとはFEH、プリコネ、ポケモンやFE本家等ゲーム全般、漫画や音楽等 / 素敵なヘッダーはおーびっとさん(@dawaran0)に描いて頂きました！,other,1
A,2021-12-29 19:07:06+09:00,711449605913714688,どせチュウ,dosechu821,406,twitter.com/dosechu821/status/1476132661098065922,False,やりたいゲーム多すぎ問題 SSBU:Pit,other,1
B,2021-12-29 19:07:11+09:00,1163847100007772160,おみ〜,omielf_SV,541,twitter.com/omielf_SV/status/1476132681662758916,False,シャドバの民,other,1
B,2021-12-29 19:07:27+09:00,793019054478864385,ただのめんとす,TDNmentosu,81,twitter.com/TDNmentosu/status/1476132751795703810,False,メイト1800まで行ってしまった未熟者です。ちなみにメインはシモリヒです。,other,1
A,2021-12-29 19:07:37+09:00,993472459503419393,じゆ,JU__14,386,twitter.com/JU__14/status/1476132790723018758,False,ゼルダ(1700)とルフレ(1450)/関西オフとか音楽とか歌とか服とかラーメンとか/ゲーム色々やります🙌/やりとりしたことがない方はフォロバ控えてますごめんなさい🙇‍♂️,other,1
B,2021-12-29 19:07:44+09:00,3017188851,蜻蛉🥐,Kagero_kuga,359,twitter.com/Kagero_kuga/status/1476132819923791876,False,#スマブラSP💎 SSBU Sonic Marth 特撮/まほプリ/🍤🍿🐉 #桂ヒナギク #ころねすきー,sonic,1
B,2021-12-29 19:07:54+09:00,526448593,Midori,sou5075,65,twitter.com/sou5075/status/1476132864337256450,False,,other,1
B,2021-12-29 19:08:07+09:00,1176551793632825344,不思議(ふしぎ),fushigi_ssbu,1,twitter.com/fushigi_ssbu/status/1476132919907598338,False,スマメイト用　だいたいVIPにいます,other,1
A,2021-12-29 19:08:15+09:00,1094652950054547458,うた,uta_3328,106,twitter.com/uta_3328/status/1476132953365557248,False,山陰のTCGエンジョイプレイヤーです（遊戯王･VG･ポケカ）リーフィアデッキを沢山使っています。髭男と星野源のオタク スマブラ大会アーカイブは下のYoutubeにあります。,other,1
A,2021-12-29 19:08:23+09:00,1246657559835971585,あお,AO_Greninja,253,twitter.com/AO_Greninja/status/1476132983887515651,False,ユナイト パーティーゲーム,other,1
B,2021-12-29 19:08:34+09:00,1146397345308823554,もりりんく,Morilink,7,twitter.com/Morilink/status/1476133029559271425,False,スマブラSP(SSBU)メインリンクとサブゲムヲ そこまでつよくないです,other,1
B,2021-12-29 19:08:53+09:00,1089551124816789504,さるあーる,kirby_entry,33,twitter.com/kirby_entry/status/1476133112073830405,False,SSBU & SSQM。統率者始めました。ドミニオン楽しい。ディディーコングなんていなかった。,other,1
A,2021-12-29 19:08:57+09:00,1252816660630663170,ねぐ,negu061,94,twitter.com/negu061/status/1476133126435110912,False,スマブラ垢です。実力はまだあまりですがよろしくお願いします 最近はモチベが溢れててパンクしそうです,other,1
A,2021-12-29 19:09:00+09:00,1000652391115440133,ゆータコ,JnWPek9a88L9wFW,17,twitter.com/JnWPek9a88L9wFW/status/1476133141660454915,False,色んなゲームやってます。最近は原神、スマブラ、原神では男性では魈君が、女性ではエウルアが一番好きです。魈君のイラストは見つけ次第RT。八重様のガチャ情報を一生待っています,other,1
B,2021-12-29 19:09:04+09:00,1132771085953323008,ダル,daru__16,292,twitter.com/daru__16/status/1476133158907424768,False,"スマブラsp 師匠→@BANAN5656

毒吐き用サブアカ→@Rato_ssbu

素敵なアイコン→@pu_chuuuu",other,1
B,2021-12-29 19:09:06+09:00,3282889112,ヘンプリ専用垢,nike_splatoon,1205,twitter.com/nike_splatoon/status/1476133167212154882,False,ツイート出来ません。文字が読めません。,other,1
A,2021-12-29 19:09:19+09:00,1366022067024396289,myヨッシー,my59495145,53,twitter.com/my59495145/status/1476133219443830789,False,スマブラ ポケモン 東方好き,other,1
